,Challenge,True Inchikey2D,SIRIUS Ranking,MSFinder Ranking,DeepMASS Ranking,DeepMASS Ranking (Public),MetFrag Ranking,CFM-ID Ranking,SMILES
362,challenge_362,SDYWXFYBZPNOFX,inf,1.0,1.0,1.0,1.0,9.0,C1=CC(=C(C=C1N)Cl)Cl
363,challenge_363,PZBPKYOVPCNPJY,1.0,1.0,1.0,1.0,1.0,1.0,ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1
364,challenge_364,GZUITABIAKMVPG,1.0,1.0,1.0,1.0,1.0,1.0,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
365,challenge_365,MSLICLMCQYQNPK,1.0,2.0,1.0,1.0,4.0,2.0,CC(=O)NC1=CC=C(Br)C=C1
366,challenge_366,ZEUITGRIYCTCEM,1.0,1.0,1.0,1.0,1.0,1.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
367,challenge_367,MBUVEWMHONZEQD,1.0,1.0,1.0,1.0,1.0,1.0,CN1CCCC(CC1)N1N=C(Cc2ccc(Cl)cc2)c2ccccc2C1=O
368,challenge_368,YLAFBGATSQRSTB,2.0,8.0,3.0,4.0,7.0,8.0,BrC1=CC2=C(NC(=O)C=C2)C=C1
369,challenge_369,JMXKCYUTURMERF,4.0,2.0,1.0,1.0,5.0,11.0,CC1CN(CC(C)O1)C1CCCCCCCCCCC1
370,challenge_370,XEGGRYVFLWGFHI,2.0,4.0,1.0,1.0,1.0,2.0,CNC(=O)Oc1cccc2OC(C)(C)Oc12
371,challenge_371,ZZUFCTLCJUWOSV,1.0,1.0,1.0,1.0,1.0,1.0,NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl
372,challenge_372,HQUQLFOMPYWACS,1.0,1.0,1.0,1.0,1.0,1.0,ClCCOP(=O)(OCCCl)OCCCl
373,challenge_373,YBBLVLTVTVSKRW,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N
374,challenge_374,BWHOZHOGCMHOBV,1.0,inf,1.0,1.0,19.0,24.0,CC(=O)C=CC1=CC=CC=C1
375,challenge_375,VVUVJGRVEYHIHC,1.0,1.0,1.0,1.0,2.0,1.0,C1CN(CCO1)C1=NC2=CC=CC=C2S1
376,challenge_376,JJHHIJFTHRNPIK,1.0,5.0,1.0,1.0,2.0,1.0,O=S(C1=CC=CC=C1)C1=CC=CC=C1
377,challenge_377,KZTYYGOKRVBIMI,1.0,9.0,1.0,1.0,1.0,2.0,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1
378,challenge_378,UPWPIFMHSFSVLE,1.0,2.0,1.0,1.0,1.0,1.0,C1CCC(CC1)NC1=NC2=CC=CC=C2S1
379,challenge_379,OCAPBUJLXMYKEJ,2.0,1.0,1.0,1.0,1.0,1.0,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
380,challenge_380,SYJHSTNDLFUIMT,14.0,8.0,16.0,1.0,1.0,1.0,CC(C)N1C(=O)C(=O)C2=CC(C)=CC=C12
381,challenge_381,VNFPBHJOKIVQEB,1.0,1.0,1.0,1.0,1.0,1.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
382,challenge_382,RDOIQAHITMMDAJ,1.0,1.0,1.0,1.0,1.0,1.0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
383,challenge_383,IPRJXAGUEGOFGG,1.0,5.0,1.0,3.0,1.0,1.0,CCCCNS(=O)(=O)C1=CC=CC=C1
384,challenge_384,BNCADMBVWNPPIZ,1.0,6.0,1.0,1.0,1.0,1.0,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC
385,challenge_385,HOASVNMVYBSLSU,1.0,1.0,1.0,1.0,1.0,1.0,CCOC1=CC=C2N=C(S)SC2=C1
386,challenge_386,ZKLPARSLTMPFCP,1.0,1.0,1.0,1.0,1.0,1.0,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
387,challenge_387,JTHMVYBOQLDDIY,1.0,1.0,1.0,1.0,1.0,1.0,CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C
388,challenge_388,STEPQTYSZVCJPV,1.0,1.0,1.0,1.0,1.0,1.0,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
389,challenge_389,CXVGEDCSTKKODG,1.0,1.0,1.0,1.0,1.0,1.0,COC1=CC(O)=C(C=C1S(O)(=O)=O)C(=O)C1=CC=CC=C1
390,challenge_390,FLKPEMZONWLCSK,1.0,inf,1.0,1.0,5.0,13.0,CCOC(=O)C1=CC=CC=C1C(=O)OCC
391,challenge_391,SEQDDYPDSLOBDC,1.0,1.0,1.0,1.0,3.0,1.0,CN1c2ccc(Cl)cc2C(=NC(O)C1=O)c1ccccc1
392,challenge_392,ALEXXDVDDISNDU,1.0,1.0,1.0,1.0,5.0,4.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
393,challenge_393,SYELZBGXAIXKHU,2.0,1.0,1.0,1.0,3.0,1.0,CCCCCCCCCCCC[N+](C)(C)[O-]
394,challenge_394,PSIFNNKUMBGKDQ,1.0,1.0,1.0,1.0,1.0,1.0,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1
395,challenge_395,DSKJPMWIHSOYEA,1.0,1.0,1.0,1.0,1.0,1.0,CCCCC1=C(C)N=C(NCC)N=C1OS(=O)(=O)N(C)C
396,challenge_396,BYBLEWFAAKGYCD,2.0,1.0,1.0,1.0,1.0,4.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
397,challenge_397,HPNSFSBZBAHARI,1.0,4.0,1.0,1.0,1.0,1.0,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O
398,challenge_398,RLBIQVVOMOPOHC,1.0,1.0,1.0,1.0,1.0,1.0,COP(=S)(OC)Oc1ccc(cc1)[N+]([O-])=O
399,challenge_399,NKANXQFJJICGDU,1.0,1.0,1.0,1.0,1.0,1.0,CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
400,challenge_400,GKTWGGQPFAXNFI,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)C(N1CCc2sccc2C1)c1ccccc1Cl
401,challenge_401,IRCMYGHHKLLGHV,inf,1.0,1.0,1.0,1.0,1.0,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
402,challenge_402,ASMQGLCHMVWBQR,1.0,2.0,1.0,1.0,1.0,1.0,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
403,challenge_403,MHKLKWCYGIBEQF,inf,1.0,1.0,1.0,1.0,1.0,C1CN(CCO1)SC1=NC2=CC=CC=C2S1
404,challenge_404,VIKNJXKGJWUCNN,1.0,3.0,1.0,2.0,24.0,17.0,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
405,challenge_405,HTQMVQVXFRQIKW,1.0,1.0,1.0,1.0,1.0,1.0,CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1
406,challenge_406,FZUGPQWGEGAKET,9.0,inf,1.0,1.0,4.0,1.0,CCOC(=O)C1=CC=C(C=C1)N(C)C
407,challenge_407,PNVJTZOFSHSLTO,1.0,1.0,1.0,1.0,1.0,1.0,COP(=S)(OC)Oc1ccc(SC)c(C)c1
408,challenge_408,QUDWYFHPNIMBFC,15.0,inf,30.0,2.0,3.0,1.0,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C
409,challenge_409,LCGTWRLJTMHIQZ,13.0,inf,1.0,1.0,12.0,12.0,N1C2=CC=CC=C2C=CC2=CC=CC=C12
410,challenge_410,SIGSPDASOTUPFS,3.0,1.0,1.0,2.0,8.0,16.0,CCC12CCC3C(CCC4=CC(=O)CCC34)C1C=CC2(O)C#C
411,challenge_411,RJGDLRCDCYRQOQ,9.0,9.0,10.0,7.0,10.0,11.0,O=C1C2=CC=CC=C2CC2=CC=CC=C12
412,challenge_412,AFYCEAFSNDLKSX,1.0,7.0,1.0,1.0,3.0,6.0,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1
413,challenge_413,MJJALKDDGIKVBE,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
414,challenge_414,METQSPRSQINEEU,1.0,2.0,1.0,1.0,9.0,3.0,CC12CCC3C(C4CC4C4=CC(=O)CCC34C)C1C1CC1C21CCC(=O)O1
415,challenge_415,VHBFFQKBGNRLFZ,1.0,8.0,1.0,1.0,18.0,4.0,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1
416,challenge_416,UJVLDDZCTMKXJK,2.0,6.0,1.0,1.0,16.0,11.0,CC12CCC3C(C=CC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1
417,challenge_417,CWJSHJJYOPWUGX,2.0,8.0,1.0,4.0,12.0,1.0,CC(C)OC(=O)Nc1cccc(Cl)c1
418,challenge_418,BAZVSMNPJJMILC,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
419,challenge_419,PVHUJELLJLJGLN,1.0,5.0,1.0,2.0,1.0,2.0,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC
420,challenge_420,OUXMJRMYZCEVKO,1.0,4.0,1.0,1.0,1.0,2.0,CC1=NC2=C(S1)C=CC1=CC=CC=C21
421,challenge_421,WWYNJERNGUHSAO,1.0,2.0,1.0,3.0,14.0,29.0,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
422,challenge_422,RGOVYLWUIBMPGK,1.0,2.0,1.0,2.0,2.0,8.0,CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1
423,challenge_423,DUSHUSLJJMDGTE,1.0,1.0,1.0,2.0,1.0,1.0,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C
424,challenge_424,NXXNVJDXUHMAHU,4.0,2.0,1.0,1.0,1.0,2.0,CC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12
425,challenge_425,ACWBQPMHZXGDFX,1.0,1.0,1.0,1.0,1.0,1.0,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
426,challenge_426,UFEODZBUAFNAEU,1.0,1.0,1.0,1.0,1.0,1.0,CO\N=C(\C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1
427,challenge_427,VVBLNCFGVYUYGU,1.0,inf,1.0,1.0,4.0,10.0,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C
428,challenge_428,QQQYTWIFVNKMRW,1.0,1.0,1.0,1.0,1.0,1.0,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1
429,challenge_429,UIFAWZBYTTXSOG,3.0,4.0,1.0,1.0,4.0,1.0,CC(=O)C1=CC2=CC=CC=C2C2=CC=CC=C12
430,challenge_430,GJPICJJJRGTNOD,1.0,1.0,1.0,1.0,1.0,1.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
431,challenge_431,RZEKVGVHFLEQIL,1.0,1.0,1.0,1.0,1.0,1.0,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
432,challenge_432,JGMOKGBVKVMRFX,5.0,inf,2.0,15.0,23.0,15.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
433,challenge_433,FRQMUZJSZHZSGN,inf,inf,1.0,4.0,88.0,125.0,CC1CC2C3CCC(O)(C(C)=O)C3(C)CCC2C2(C)CCC(=O)C=C12
434,challenge_434,ZNNLBTZKUZBEKO,1.0,1.0,1.0,1.0,1.0,1.0,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
435,challenge_435,QHOQHJPRIBSPCY,1.0,1.0,1.0,1.0,1.0,1.0,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1
436,challenge_436,HJUFTIJOISQSKQ,inf,3.0,1.0,1.0,1.0,1.0,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1
437,challenge_437,RQZAXGRLVPAYTJ,1.0,inf,1.0,3.0,6.0,23.0,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
438,challenge_438,IBSNKSODLGJUMQ,inf,1.0,1.0,1.0,1.0,1.0,COC=C(C(=O)OC)C1=CC=CC=C1COC1=CC=CC(=N1)C(F)(F)F
439,challenge_439,XUKUURHRXDUEBC,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1
440,challenge_440,PSGAAPLEWMOORI,inf,inf,1.0,3.0,18.0,12.0,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
441,challenge_441,WIGIZIANZCJQQY,1.0,1.0,1.0,1.0,1.0,1.0,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
442,challenge_442,ASLWPAWFJZFCKF,2.0,3.0,1.0,1.0,2.0,1.0,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
443,challenge_443,FSAVDKDHPDSCTO,1.0,1.0,1.0,1.0,1.0,1.0,CCOP(=O)(OCC)O\C(=C/Cl)c1ccc(Cl)cc1Cl
444,challenge_444,JOOMJVFZQRQWKR,1.0,1.0,1.0,1.0,1.0,1.0,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C
445,challenge_445,AOMUHOFOVNGZAN,1.0,2.0,1.0,1.0,2.0,1.0,CCCCCCCCCCCC(=O)N(CCO)CCO
446,challenge_446,BYFIUFNRSNKODH,1.0,1.0,3.0,2.0,1.0,1.0,c1cnc2c(c1)cc1ccc3cccc4ccc2c1c34
447,challenge_447,HRKAMJBPFPHCSD,2.0,2.0,3.0,1.0,3.0,2.0,CC(C)COP(=O)(OCC(C)C)OCC(C)C
448,challenge_448,MMBILEWCGWTAOV,1.0,7.0,1.0,1.0,5.0,1.0,CCCCCCCCCCCC(=O)NCC(C)O
449,challenge_449,RDUJRVXKAIVTDH,1.0,1.0,1.0,1.0,2.0,1.0,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1)S(O)(=O)=O
450,challenge_450,YMTINGFKWWXKFG,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1
451,challenge_451,CHIFOSRWCNZCFN,inf,2.0,1.0,1.0,1.0,1.0,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O
452,challenge_452,RIZMRRKBZQXFOY,1.0,inf,1.0,1.0,1.0,1.0,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
453,challenge_453,YSMRWXYRXBRSND,4.0,1.0,4.0,2.0,1.0,4.0,CC1=C(OP(=O)(OC2=C(C)C=CC=C2)OC2=C(C)C=CC=C2)C=CC=C1
454,challenge_454,VOWAEIGWURALJQ,1.0,inf,1.0,1.0,2.0,1.0,O=C(OC1CCCCC1)C1=CC=CC=C1C(=O)OC1CCCCC1
455,challenge_455,RYLHNOVXKPXDIP,1.0,1.0,1.0,1.0,1.0,1.0,FC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1NC(=O)NC(=O)C1=C(F)C=CC=C1F
456,challenge_456,RSWGJHLUYNHPMX,13.0,inf,1.0,1.0,41.0,126.0,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1
457,challenge_457,AHLBNYSZXLDEJQ,1.0,4.0,3.0,4.0,2.0,1.0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
458,challenge_458,PYVRVRFVLRNJLY,1.0,5.0,4.0,5.0,2.0,1.0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
459,challenge_459,FCCDDURTIIUXBY,1.0,1.0,1.0,1.0,1.0,1.0,N=C(O)CCCCC1CCSS1
460,challenge_460,ONJSZLXSECQROL,inf,inf,3.0,3.0,2.0,3.0,O=C(O)CN=C(O)c1ccccc1O
461,challenge_461,FBTSQILOGYXGMD,inf,inf,1.0,1.0,3.0,1.0,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O
462,challenge_462,LDCYZAJDBXYCGN,inf,inf,2.0,2.0,2.0,6.0,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
463,challenge_463,CFFZDZCDUFSOFZ,inf,inf,5.0,10.0,4.0,11.0,O=C(O)Cc1ccc(O)c(O)c1
464,challenge_464,QYSXJUFSXHHAJI,1.0,5.0,1.0,19.0,5.0,46.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
465,challenge_465,CZMRCDWAGMRECN,inf,inf,5.0,2.0,20.0,65.0,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
466,challenge_466,RWSXRVCMGQZWBV,inf,1.0,1.0,1.0,1.0,1.0,NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O
467,challenge_467,UDMBCSSLTHHNCD,inf,6.0,3.0,3.0,5.0,1.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
468,challenge_468,ZFXYFBGIUFBOJW,inf,7.0,1.0,1.0,3.0,1.0,Cn1c(=O)c2nc[nH]c2n(C)c1=O
469,challenge_469,NUXSIDPKKIEIMI,1.0,3.0,2.0,1.0,5.0,3.0,N[C@@H](CCCCNCC(=O)O)C(=O)O
470,challenge_470,BHMBVRSPMRCCGG,inf,inf,1.0,3.0,101.0,8.0,CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O
471,challenge_471,DMJYNLHZLIZUQE,1.0,7.0,28.0,26.0,4.0,5.0,CC1NC(C(=O)O)Cc2cc(O)c(O)cc21
472,challenge_472,ZUPHXNBLQCSEIA,inf,1.0,1.0,1.0,2.0,2.0,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21
473,challenge_473,UMOXFSXIFQOWTD,1.0,1.0,1.0,1.0,1.0,1.0,N=C(N)NCCC[C@H](N=C(O)CCC(=O)O)C(=O)O
474,challenge_474,FUHQSEOSBHASCH,1.0,1.0,1.0,1.0,1.0,1.0,CSC1=NC[C@]2(S1)C(O)=Nc1ccccc12
475,challenge_475,ZHDBTKPXEJDTTQ,inf,1.0,1.0,1.0,1.0,2.0,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
476,challenge_476,HPDHKHMHQGCNPE,1.0,3.0,1.0,1.0,5.0,1.0,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC/C2=C/CN(C)CCC(OC1=O)C2=O
477,challenge_477,VFIXONREXXFDQV,inf,3.0,15.0,14.0,7.0,26.0,CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)c(=O)oc23)O1
478,challenge_478,KDYWOWVAVXEYRU,3.0,1.0,22.0,21.0,18.0,10.0,COc1ccc2c(c1O)[C@]13CCN(C)[C@](O)(C1)C(=O)C=C3C=C2
479,challenge_479,HUKSJTUUSUGIDC,1.0,inf,1.0,1.0,95.0,19.0,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4
480,challenge_480,ZSJLQEPLLKMAKR,1.0,1.0,1.0,1.0,2.0,1.0,CN(N=O)C(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
481,challenge_481,CEAZRRDELHUEMR,1.0,1.0,1.0,1.0,1.0,4.0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
482,challenge_482,YKRGDOXKVOZESV,8.0,inf,18.0,29.0,20.0,34.0,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
483,challenge_483,BOJKULTULYSRAS,1.0,inf,1.0,1.0,33.0,249.0,C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O
484,challenge_484,CTUJEHJOZXGIIE,1.0,inf,2.0,26.0,11.0,5.0,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C(O)C(c1ccc(O)cc1)O2
485,challenge_485,GLCGPUDWOPXBAY,inf,inf,inf,inf,inf,inf,C[N+]1(C)[C@H]2Cc3cc4c(cc3[C@@H]1Cc1cc3c(cc12)COC3)OCO4.[Cl-]
486,challenge_486,HFGSQOYIOKBQOW,1.0,inf,1.0,1.0,68.0,48.0,C[C@@H]1C2C3=CCC4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
487,challenge_487,XFDQJKDGGOEYPI,1.0,inf,1.0,1.0,inf,1.0,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O
488,challenge_488,HEFNNWSXXWATRW,inf,6.0,1.0,1.0,1.0,2.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
489,challenge_489,RZEKVGVHFLEQIL,1.0,1.0,1.0,1.0,1.0,1.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
490,challenge_490,AAKJLRGGTJKAMG,1.0,3.0,1.0,1.0,1.0,1.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
491,challenge_491,JXJNPXPDKYRHJT,6.0,3.0,1.0,1.0,1.0,31.0,O=C(O)C(Cc1ccc(O)cc1)C(=O)O
492,challenge_492,ILFYYSUCZQEGOL,inf,inf,1.0,inf,inf,inf,N#CCCP(=O)(CCC#N)CCC#N
493,challenge_493,SGDBTWWWUNNDEQ,1.0,1.0,2.0,2.0,2.0,1.0,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
494,challenge_494,JEYWNNAZDLFBFF,inf,1.0,1.0,1.0,1.0,1.0,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1
495,challenge_495,RLJFTICUTYVZDG,1.0,5.0,1.0,1.0,1.0,1.0,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
496,challenge_496,IISBACLAFKSPIT,inf,inf,1.0,1.0,1.0,72.0,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
497,challenge_497,VEUZZDOCACZPRY,1.0,1.0,1.0,2.0,1.0,2.0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21
498,challenge_498,VYMDGNCVAMGZFE,1.0,7.0,1.0,2.0,2.0,1.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
